Time,RtoR
,1269
,1291
,1270
,1290
,1270
,1290
,1270
,1288
,1271
,1288
,1274
,1288
,1271
,1290
,1270
,1289
,1271
,1215
,1345
,1289
,1271
,1289
,1270
,1290
,1270
,1291
,1270
,1289
,1271
,1289
,1271
,1288
,1271
,1290
,1270
,1291
,1271
,1288
,1272
,1289
,1269
,1289
,1272
,1290
,1271
,1288
,1270
,1291
,1269
,1290
,1270
,1289
,1272
,1290
,1269
,1291
,1270
,1289
,1271
,1289
,1271
,1289
,1271
,1290
,1270
,1290
,1270
,1289
,1272
,1287
,1271
,1290
,1271
,1287
,1273
,1289
,1271
,1288
,1272
,1291
,1269
,1291
,1269
,1291
,1269
,1289
,1270
,1290
,1271
,1290
,1270
,1290
,1270
,1289
,1270
,1291
,1270
,1289
,1270
,1289
,1271
,1290
,1270
,1291
,1269
,1290
,1270
,1290
,1271
,1289
,1272
,1288
,1270
,1290
,1270
,1290
,1270
,1291
,1270
,1289
,1272
,1288
,1270
,1290
,1271
,1289
,1270
,1290
,1271
,1289
,1270
,1289
,1272
,1289
,1271
,1289
,1270
,1288
,1272
,1291
,1269
,1291
,1270
,1290
,1270
,1289
,1271
,1289
,1271
,433
,2126
,1290
,1270
,1291
,1270
,851
,438
,1271
,1289
,203
,1067
,1290
,1271
,1289
,1270
,1289
,1272
,1289
,1270
,1290
,1272
,1287
,1273
,1288
,1271
,1289
,1270
,1291
,1269
,1290
,1270
,1290
,1270
,1290
,1271
,1290
,1270
,1290
,1269
,1290
,1271
,1289
,1271
,1289
,1270
,1291
,1269
,1290
,1227
,1333
,1270
,1290
,1270
,1287
,1273
,1289
,1271
,1290
,1271
,1289
,1271
,1289
,1271
,1290
,1270
,1288
,1271
,1290
,1270
,1290
,1271
,1290
,1271
,1289
,1270
,1290
,1270
,1290
,1270
,1289
,1271
,1289
,1271
,1288
,1272
,1287
,1272
,1291
,1270
,1289
,1271
,1290
,1269
,1290
,1271
,1289
,1270
,1291
,1270
,1289
,1271
,1289
,1271
,1289
,1271
,1289
,1270
,1290
,1270
,1291
,1269
,1290
,1271
,1289
,1270
,1291
,1270
,1289
,1271
,1289
,1271
,1288
,1271
,1290
,1270
,1291
,1270
,1289
,1270
,1291
,1270
,1288
,1272
,1288
,1272
,1289
,1271
,1289
,1270
,1290
,383
,887
,554
,736
,1271
,1289
,1271
,1290
,1269
,1291
,1269
,1288
,1272
,1290
,1271
,1289
,1270
,1290
,1271
,1289
,1271
,1289
,1271
,1289
,1271
,1289
,1271
,934
,354
,1271
,1290
,1271
,1290
,1269
,1289
,1271
,1290
,1270
,1290
,1270
,1290
,1271
,1287
,1272
,1287
,1273
,1291
,1269
,1291
,1269
,1289
,1271
,1291
,1270
,1289
,1270
,1289
,1272
,1289
,1270
,1290
,1270
,1289
,1272
,1288
,1271
,1291
,1269
,2560
,1290
,1270
,1290
,1270
,1290
,1271
,1287
,1272
,1290
,1271
,1289
,1270
,1289
,1272
,1288
,1272
,1289
,1270
,1290
,1270
,1249
,1312
,1289
,1270
,1290
,1270
,1289
,1272
,1289
,1271
,1289
,1271
,1288
,1271
,1290
,1270
,1289
,1272
,1288
,1271
,1289
,1272
,1288
,1272
,1289
,1270
,1289
,1271
,1290
,1270
,1290
,1270
,1289
,1271
,1289
,1271
,1289
,1271
,1290
,1271
,1288
,1272
,1288
,1272
,1289
,1270
,1289
,1271
,1290
,1270
,1286
,1275
,1288
,1271
,1290
,1270
,1289
,1271
,1290
,1270
,1290
,1270
,1289
,1272
,1290
,1270
,1289
,1270
,1290
,1270
,1290
,1270
,1290
,1271
,1288
,1271
,1289
,1271
,1290
,1271
,1288
,1272
,1284
,1276
,1289
,1271
,1289
,1270
,1290
,1270
,1290
,1271
,1289
,1271
,1288
,1272
,1288
,1270
,1291
,1269
,1290
,1271
,1290
,1270
,1289
,1272
,1287
,1272
,1289
,1271
,1290
,1271
,1288
,1270
,1289
,1271
,1289
,1272
,1289
,1271
,1289
,1272
,1288
,1271
,1290
,1271
,1289
,1270
,1290
,1269
,1288
,522
,1293
,1290
,1268
,1282
,485
,1293
,1289
,1269
,1287
,1450
,1288
,1271
,1289
,1273
,1288
,1272
,1288
,1271
,1289
,1271
,1290
,1272
,1287
,1271
,1289
,1272
,2559
,1286
,7063
,1090
,3068
,559
,240
,4762
,201
,9340
,4406
,3308
,509
,18059
,2849
,1484
,3880
,16183
,16272
,505
,7394
,613
,6371
,421
,155
,5933
,3862
,172
,32159
,9764
,728
,3164
,2135
,1366
,23132
,31400
,9466
,3751
,563
,1562
,1596
,2154
,8714
,8480
,1588
,673
,262
,636
,127
,9708
,2397
,121
,968
,272
,6466
,680
,94
,1047
,1261
,1792
,3850
,1270
,1291
,1269
,1290
,1270
,1290
,1271
,1290
,1203
,1358
,1268
,1290
,1270
,1291
,1269
,1290
,1270
,1291
,1269
,1288
,1273
,1289
,1270
,1291
,1269
,1292
,1267
,1291
,1269
,1293
,1269
,1290
,1269
,1292
,1268
,1289
,1271
,1290
,1270
,1291
,1269
,1291
,1269
,1289
,1271
,1291
,1270
,1288
,1272
,1289
,1271
,1282
,1277
,1292
,1269
,1289
,1270
,1224
,1335
,1291
,1270
,1289
,1272
,1291
,1269
,1290
,1270
,1289
,1270
,1292
,1269
,1290
,1270
,1291
,1267
,1290
,1271
,1290
,1271
,1288
,1272
,1289
,1270
,1283
,1277
,1292
,1269
,1289
,1271
,1290
,1269
,1288
,1272
,1287
,1273
,1290
,1271
,1289
,1269
,1290
,1271
,1291
,1269
,1290
,1270
,1290
,1270
,1287
,1274
,2559
,2561
,1287
,1272
,2556
,136
,3718
,5119
,1272
,10239
,1290
,1270
,1290
,1270
,1291
,1268
,1289
,1272
,1289
,1270
,1290
,1271
,1289
,1271
,1243
,1317
,1290
,1271
,1290
,1268
,1290
,1271
,1242
,1319
,1288
,1272
,1288
,1271
,1291
,1268
,1290
,1271
,1290
,1270
,1290
,1270
,1292
,1269
,1290
,1269
,1290
,1271
,1287
,1273
,1288
,1271
,2560
,1292
,1268
,1290
,1270
,1292
,1268
,1289
,1271
,1290
,1271
,1287
,1273
,1290
,1269
,1289
,1271
,1291
,2559
,1270
,1292
,1268
,1290
,2560
,1270
,1291
,1269
,1289
,1272
,2559
,1292
,1268
,1290
,1270
,1290
,1270
,1291
,1269
,1290
,1270
,1289
,1272
,1291
,1268
,1291
,1269
,1289
,2562
,1269
,1291
,1269
,1291
,1269
,2560
,1290
,1270
,1290
,1271
,1290
,1269
,1290
,1270
,1291
,1269
,637
,654
,1270
,1288
,1270
,1293
,1268
,1289
,463
,808
,146
,704
,2262
,2093
,6808
,723
,1474
,544
,1287
,607
,1272
,645
,635
,104
,562
,817
,1087
,592
,399
,279
,6429
,1545
,974
,346
,2736
,708
,144
,832
,1331
,878
,1910
,1316
,507
,247
,954
,343
,249
,125
,1176
,2087
,290
,1495
,256
,1675
,270
,976
,4551
,396
,1807
,1298
,697
,202
,260
,415
,513
,91
,519
,2140
,2397
,374
,609
,427
,1149
,262
,1712
,273
,525
,396
,820
,387
,1141
,795
,150
,715
,1346
,216
,158
,576
,1133
,756
,619
,350
,245
,666
,338
,158
,1023
,204
,1198
,258
,217
,434
,472
,953
,217
,183
,643
,1457
,265
,220
,1347
,83
,245
,431
,932
,359
,285
,2511
,259
,677
,1510
,1351
,158
,648
,311
,1150
,440
,398
,811
,401
,594
,1607
,139
,443
,436
,12757
,5611
,17659
,379
,128
,2928
,561
,948
,532
,353
,684
,14
,9984
,25663
,2537
,1433
,1857
,928
,124
,1042
,708
,467
,688
,539
,1186
,505
,1406
,960
,1217
,1633
,2007
,1011
,2572
,1565
,281
,786
,991
,1194
,6974
,5310
,862
,2575
,283
,268
,896
,455
,358
,319
,51
,1206
,929
,1039
,555
,402
,735
,233
,1109
,130
,810
,145
,552
,990
,2214
,1776
,720
,1590
,706
,130
,1413
,272
,1099
,1570
,3516
,139
,17887
,21917
,21975
,24499
,7333
,8290
,12843
,16557
,1235
,7164
,114
,8829
,439
,6326
,10401
,573
,75
,2312
,21699
,1067
,1992
,2322
,10872
,550
,1210
,8135
,540
,251
,241
,3666
,174
,484
,1905
,6377
,50
,238
,467
,541
,5265
,5174
,6923
,1392
,902
,6501
,974
,1341
,411
,2100
,140
,586
,3073
,5976
,2813
,1470
,9364
,277
,321
,20736
,32148
,550
,1419
,15319
,11864
,7744
,16482
,391
,16284
,313
,20578
,7387
,454
,5978
,4855
,342
,2053
,2309
,1193
,2378
,533
,110
,1391
,1157
,1793
,1264
,277
,103
,1371
,273
,4959
,1369
,737
,1328
,908
,1486
,859
,1133
,9157
,667
,2571
,2909
,393
,847
,362
,326
,316
,1110
,359
,1114
,1335
,26383
,699
,464
,199
,5239
,1274
,958
,7034
,1314
,2569
,232
,443
,442
,1650
,690
,276
,609
,6399
,329
,2110
,2756
,3404
,3208
,60
,1198
,25
,4505
,321
,1278
,11424
,26831
,433
,28446
,1824
,12998
,114
,4769
,916
,4021
,3348
,748
,8772
,216
,1141
,649
,761
,1263
,1327
,1210
,940
,137
,670
,634
,5844
,242
,1478
,2384
,568
,1731
,26341
,8278
,2580
,3470
,12048
,1138
,11493
,319
,5061
,952
,6668
,8223
,462
,11280
,233
,3775
,1853
,3253
,4504
,357
,5721
,37
,173
,10494
,384
,824
,20814
,228
,5596
,2087
,330
,310
,29002
,153
,11159
,10445
,286
,4998
,3962
,93
,1358
,5735
,2273
,296
,4743
,990
,3759
,723
,56
,326
,1514
,30442
,11203
,8837
,6129
,3853
,10346
,5797
,4476
,8852
,6684
,5860
,1246
,247
,679
,2092
,1026
,192
,3135
,4198
,537
,1813
,4654
,9547
,6605
,5502
,770
,1914
,503
,21
,7710
,731
,5514
,848
,2106
,1406
,426
,479
,3107
,7341
,492
,777
,355
,1180
,51
,3408
,77
,310
,511
,665
,599
,388
,287
,690
,182
,300
,398
,463
,245
,596
,809
,34
,1410
,94
,2239
,861
,242
,984
,574
,239
,817
,2161
,599
,75
,820
,2751
,2571
,1009
,650
,1698
,2141
,1145
,751
,333
,192
,597
,164
,239
,228
,398
,523
,224
,122
,917
,2110
,1212
,484
,2621
,522
,1721
,555
,397
,848
,180
,684
,1348
,673
,1265
,4250
,552
,1439
,269
,408
,262
,809
,541
,66
,1259
,1393
,501
,1127
,1736
,122
,627
,1962
,1715
,336
,1856
,1881
,611
,1544
,1138
,306
,765
,283
,412
,1756
,1083
,428
,1033
,271
,1464
,529
,168
,675
,103
,664
,1092
,1104
,1306
,183
,1461
,531
,274
,284
,1184
,1518
,371
,809
,277
,325
,2269
,571
,734
,1123
,300
,105
,341
,1430
,575
,1064
,1393
,651
,1645
,1226
,531
,937
,1230
,280
,1669
,339
,244
,1127
,916
,838
,340
,1437
,636
,427
,490
,327
,990
,1312
,127
,297
,4717
,728
,3980
,938
,195
,109
,771
,2208
,441
,5662
,1942
,1736
,2036
,337
,200
,385
,442
,239
,12389
,566
,11926
,1412
,12368
,176
,4414
,837
,1743
,8517
,580
,1695
,691
,343
,1668
,1187
,860
,566
,260
,16079
,125
,381
,486
,158
,25991
,2735
,3163
,769
,2954
,956
,461
,6341
,1126
,975
,513
,2956
,13129
,343
,8831
,5679
,604
,1973
,2980
,244
,314
,1238
,872
,87
,523
,1126
,2076
,527
,5593
,490
,521
,185
,539
,208
,800
,766
,1014
,2579
,7957
,5959
,430
,2516
,6007
,481
,212
,5611
,1825
,1604
,732
,8810
,9317
,8329
,1968
,3823
,1389
,158
,611
,672
,749
,198
,442
,407
,479
,954
,247
,391
,1688
,335
,5101
,313
,597
,8052
,1071
,991
,22336
,2506
,9255
,3317
,1214
,3416
,3559
,664
,465
,813
,12539
,1272
,1291
,1269
,1289
,1270
,1290
,1270
,1288
,1273
,1290
,713
,563
,1284
,1269
,510
,2629
,827
,2762
,1007
,1038
,196
,244
,4310
,6063
,790
,1339
,384
,2298
,1076
,2511
,972
,262
,2037
,792
,154
,2291
,244
,693
,508
,948
,1317
,487
,364
,181
,1006
,548
,513
,983
,1238
,1103
,906
,634
,506
,935
,1189
,1140
,1117
,1145
,865
,1384
,529
,866
,483
,11450
,5050
,7192
,11976
,25096
,251
,759
,7658
,1527
,4864
,8346
,931
,1554
,549
,403
,837
,108
,1328
,1209
,1516
,782
,5180
,571
,2124
,112
,2848
,1101
,6242
,3730
,5432
,2365
,237
,1398
,803
,1508
,154
,1865
,451
,2374
,2208
,3569
,289
,187
,907
,1022
,915
,958
,2135
,1268
,987
,2720
,1832
,460
,1212
,559
,955
,462
,18
,2014
,539
,696
,1382
,720
,1457
,989
,1762
,815
,1512
,261
,56
,1197
,2798
,1715
,731
,2636
,393
,4424
,2011
,3913
,1701
,11376
,9515
,698
,888
,460
,1133
,5777
,231
,1303
,930
,1686
,2396
,11308
,60
,1616
,267
,4024
,1038
,18053
,22464
,9709
,2630
,14483
,107
,3098
,91
,8363
,604
,7394
,1422
,1291
,4362
,9482
,2974
,1642
,5348
,441
,1090
,1771
,6153
,1445
,1588
,396
,3319
,898
,9650
,1201
,303
,130
,785
,883
,30309
,5892
,10088
,1375
,247
,11567
,5938
,1002
,899
,892
,1829
,8363
,2857
,2640
,12197
,443
,404
,280
,9199
,3064
,568
,530
,564
,6523
,1772
,1153
,5508
,526
,10096
,1733
,8681
,3189
,744
,2839
,1059
,1318
,547
,1784
,1243
,1317
,1288
,1271
,1290
,1269
,1291
,1270
,1291
,1269
,1294
,2556
,1270
,1293
,1267
,1289
,1272
,1292
,1267
,1291
,1270
,1291
,1269
,1288
,1270
,1292
,1269
,1289
,1272
,1288
,1272
,1285
,1275
,1290
,1269
,1290
,1270
,1293
,1267
,1289
,1271
,1292
,1269
,1289
,1269
,1294
,1268
,1290
,1269
,1294
,1267
,1288
,1272
,1291
,1268
,1290
,1270
,1290
,1271
,1289
,1270
,1289
,1271
,1282
,1278
,1294
,1267
,1288
,1271
,5707
,317
,746
,443
,329
,206
,3138
,396
,327
,334
,743
,786
,1028
,471
,78
,620
,327
,676
,213
,363
,1110
,1293
,1553
,283
,322
,185
,526
,505
,331
,322
,450
,619
,799
,252
,324
,1618
,1637
,877
,479
,1661
,381
,389
,134
,3036
,32293
,302
,448
,6919
,1064
,363
,59
,260
,377
,270
,1088
,1002
,392
,324
,1867
,831
,548
,1455
,581
,445
,601
,550
,1775
,379
,574
,453
,395
,988
,147
,388
,448
,121
,771
,253
,567
,1385
,257
,602
,580
,1587
,667
,210
,73
,1373
,594
,138
,3437
,2871
,209
,9055
,919
,1482
,145
,1438
,600
,361
,9663
,7584
,3046
,2406
,578
,9017
,3251
,1995
,2612
,506
,2582
,1543
,3745
,14894
,2082
,4426
,987
,1201
,2413
,365
,350
,460
,625
,1687
,1857
,368
,159
,349
,721
,1609
,259
,1449
,386
,1089
,231
,446
,273
,668
,296
,656
,502
,269
,421
,2570
,769
,29316
,239
,1318
,617
,2234
,609
,1642
,55
,506
,750
,9660
,1185
,446
,2333
,3578
,44
,20664
,16189
,1620
,42
,214
,1675
,80
,3401
,3679
,283
,5551
,125
,5387
,1621
,288
,812
,1589
,2134
,2438
,945
,431
,592
,463
,2058
,2159
,96
,710
,1110
,337
,275
,51
,293
,6503
,1119
,211
,896
,5922
,1073
,1431
,186
,1363
,1293
,972
,1091
,2299
,671
,250
,490
,1508
,325
,450
,1025
,210
,176
,912
,1617
,3240
,684
,1699
,2744
,692
,420
,528
,3601
,289
,719
,1035
,437
,717
,275
,228
,4627
,1319
,463
,599
,491
,290
,790
,792
,343
,7509
,476
,746
,532
,1557
,668
,8748
,3914
,1985
,430
,497
,84
,2124
,20139
,401
,6307
,605
,6389
,1436
,134
,938
,244
,512
,672
,1024
,826
,9633
,223
,2496
,1711
,222
,1894
,1642
,1504
,1549
,350
,587
,335
,595
,829
,324
,1778
,1468
,723
,383
,1207
,1105
,744
,1729
,1682
,291
,1262
,2365
,1047
,2194
,891
,630
,309
,864
,4987
,1099
,2234
,22399
,1056
,355
,256
,29984
,575
,5624
,624
,859
,1523
,7910
,2092
,3283
,955
,657
,425
,433
,1625
,4537
,2535
,2233
,10144
,23239
,25889
,11201
,476
,4552
,476
,2084
,1249
,1983
,36
,21219
,90
,30530
,6523
,1163
,5264
,2039
,1381
,3339
,1015
,1166
,737
,607
,275
,252
,309
,822
,1008
,2387
,394
,66
,1154
,5376
,28080
,28543
,1133
,1225
,21126
,30950
,16348
,36
,6944
,3470
,3739
,513
,1819
,929
,1240
,2548
,2899
,1152
,1065
,750
,243
,86
,2534
,956
,647
,409
,342
,10650
,30962
,10114
,593
,497
,6746
,30457
,12359
,641
,423
,23491
,16172
,3649
,20004
,1104
,357
,7218
,265
,1018
,1207
,32660
,345
,229
,562
,119
,677
,63
,7
,6786
,1436
,1817
,885
,1172
,2222
,781
,2893
,2768
,1646
,96
,11993
,506
,2230
,3721
,6760
,957
,8027
,1932
,3666
,643
,4612
,1355
,2182
,277
,384
,243
,158
,11442
,3309
,148
,465
,395
,3388
,4733
,3081
,1340
,3146
,11977
,1131
,3957
,792
,1568
,430
,2662
,67
,620
,664
,14221
,1192
,52
,13715
,227
,234
,1048
,5642
,3700
,1761
,1440
,784
,3732
,386
,394
,656
,36
,1912
,258
,506
,129
,1525
,928
,3137
,894
,1028
,3600
,1267
,477
,174
,707
,2399
,979
,1517
,3748
,965
,4295
,1063
,1929
,6876
,1583
,748
,4404
,279
,5906
,791
,443
,423
,6287
,9338
,1456
,1528
,876
,123
,703
,1559
,619
,116
,2885
,542
,227
,3508
,443
,1625
,96
,1520
,11223
,226
,12425
,1291
,1527
,12571
,6300
,10461
,392
,275
,261
,1059
,2010
,2392
,472
,678
,872
,397
,4448
,2862
,34
,1932
,4995
,1500
,1373
,1290
,462
,354
,251
,927
,201
,331
,590
,1226
,556
,567
,310
,1125
,837
,355
,643
,3841
,1932
,3251
,4434
,265
,2713
,2238
,369
,418
,740
,1315
,839
,382
,2150
,895
,761
,816
,48
,874
,2459
,2147
,2014
,865
,184
,2371
,285
,4325
,1387
,1285
,630
,590
,1167
,615
,384
,327
,550
,28
,1030
,263
,739
,278
,1380
,74
,265
,793
,1556
,6092
,104
,1105
,191
,488
,1490
,982
,801
,347
,549
,434
,414
,697
,426
,1806
,590
,2492
,1331
,89
,1592
,1273
,673
,137
,3753
,1000
,456
,417
,2143
,213
,2652
,652
,7382
,1943
,813
,967
,1164
,1688
,258
,125
,691
,214
,993
,690
,298
,9655
,21405
,24538
,1683
,8097
,2946
,11801
,763
,28763
,5966
,1953
,864
,14460
,14177
,27995
,324
,26774
,13237
,550
,8479
,1052
,3463
,7921
,2297
,7891
,4325
,4447
,6112
,1602
,575
,774
,22299
,225
,7172
,161
,597
,138
,7977
,32388
,4581
,753
,17447
,163
,1185
,12860
,20242
,973
,353
,13769
,13298
,30030
,2183
,8867
,7861
,7981
,201
,11873
,2168
,2255
,6551
,9000
,434
,6054
,5873
,3432
,9265
,744
,3586
,1268
,2896
,5464
,284
,220
,6662
,1490
,485
,17124
,795
,166
,1031
,5354
,1242
,1280
,1281
,2559
,1318
,1288
,1271
,1292
,1269
,1289
,1271
,1289
,1271
,1290
,1270
,1289
,1271
,1289
,1270
,1292
,1268
,1290
,2560
,1270
,1288
,1273
,1288
,1272
,1288
,1270
,1292
,1269
,1290
,1270
,1289
,1272
,1289
,1270
,1290
,1271
,519
,4251
,295
,124
,959
,9853
,577
,1388
,971
,7
,220
,23027
,1347
,2867
,1013
,279
,2406
,1788
,605
,1702
,345
,748
,1785
,690
,2662
,1016
,122
,330
,897
,95
,1873
,220
,1018
,512
,120
,292
,3537
,1056
,604
,398
,492
,1136
,4193
,942
,1482
,1763
,1139
,262
,337
,61
,2232
,666
,2604
,1153
,331
,1715
,268
,2330
,208
,372
,712
,2590
,1640
,454
,4130
,10314
,98
,258
,671
,583
,1261
,135
,327
,3180
,1152
,1295
,799
,352
,243
,593
,521
,41
,341
,643
,319
,1164
,772
,371
,1229
,177
,294
,259
,1218
,885
,291
,213
,340
,962
,48
,428
,367
,506
,379
,379
,658
,471
,255
,98
,688
,319
,292
,636
,493
,214
,206
,199
,614
,295
,471
,44
,289
,464
,348
,683
,1758
,844
,113
,238
,1469
,370
,446
,551
,448
,1280
,353
,458
,313
,127
,154
,515
,338
,142
,325
,738
,452
,827
,1153
,39
,1703
,444
,166
,781
,264
,259
,585
,952
,916
,382
,349
,280
,942
,396
,2204
,972
,1392
,912
,303
,1927
,265
,2986
,646
,600
,370
,735
,485
,189
,17895
,1552
,32533
,516
,5453
,29833
,446
,19281
,51
,10347
,1262
,550
,6354
,1327
,1440
,795
,1886
,383
,161
,391
,490
,171
,17885
,380
,266
,143
,341
,495
,4550
,748
,1201
,30956
,12560
,21449
,643
,5511
,27490
,6605
,476
,117
,1536
,30749
,648
,1104
,2244
,1377
,1323
,7987
,4948
,1677
,4988
,76
,378
,3856
,1268
,1291
,1269
,1290
,1270
,1290
,1270
,1290
,1270
,1290
,1271
,1288
,1271
,1290
,1270
,1290
,1271
,1288
,1270
,1292
,1269
,1288
,1272
,1291
,1269
,1291
,1270
,1290
,1269
,1290
,1269
,1291
,1270
,1291
,1269
,811
,479
,162
,1108
,1290
,1270
,1290
,1270
,1289
,2560
,1271
,1291
,1270
,1290
,1269
,1290
,1268
,1292
,15966
,13984
,589
,925
,8621
,226
,1678
,15166
,89
,5057
,7293
,10552
,101
,7991
,17634
,1107
,244
,1443
,6309
,616
,642
,480
,260
,213
,88
,9482
,924
,106
,576
,196
,801
,230
,380
,6091
,405
,6200
,6497
,270
,953
,6436
,2348
,2543
,2025
,1073
,3053
,2443
,896
,1909
,993
,181
,459
,31
,2171
,251
,308
,2615
,1392
,1340
,523
,1713
,398
,324
,2446
,978
,36
,636
,226
,1498
,297
,9501
,41
,943
,19686
,6501
,3196
,5527
,606
,2134
,800
,2376
,946
,1001
,735
,1239
,346
,1372
,361
,809
,1690
,34
,1941
,401
,1659
,2993
,855
,5610
,1835
,361
,781
,645
,617
,62
,2288
,1540
,622
,507
,391
,732
,634
,485
,2589
,1485
,2977
,5858
,455
,580
,566
,1287
,648
,1126
,1216
,1361
,1195
,1883
,646
,1426
,989
,1702
,975
,2378
,1549
,1627
,1410
,391
,926
,2386
,3224
,1564
,751
,1292
,625
,1097
,191
,3018
,449
,1216
,510
,501
,1150
,1609
,1420
,1899
,2740
,890
,1297
,1308
,1569
,3322
,2510
,712
,2494
,1018
,116
,482
,1818
,5522
,3026
,403
,445
,639
,172
,823
,1581
,931
,997
,643
,264
,221
,305
,1057
,218
,253
,721
,1302
,163
,619
,2215
,1669
,484
,839
,173
,380
,427
,448
,567
,1024
,755
,430
,357
,507
,157
,344
,356
,213
,263
,1154
,646
,327
,79
,935
,104
,1297
,1076
,488
,52
,1067
,305
,386
,286
,545
,254
,396
,664
,1013
,521
,44
,617
,2994
,276
,586
,1830
,678
,1050
,1235
,2261
,56
,2763
,1405
,884
,1809
,1425
,193
,315
,633
,647
,1160
,2063
,4725
,221
,573
,171
,629
,286
,184
,445
,1399
,1378
,1304
,3646
,596
,1558
,2408
,2826
,145
,374
,1434
,649
,1139
,555
,239
,631
,1850
,643
,1856
,289
,200
,158
,822
,3806
,1728
,257
,283
,361
,12944
,289
,2813
,5339
,11256
,323
,6299
,4677
,4659
,1226
,118
,361
,915
,4058
,2090
,4969
,2650
,3059
,4677
,746
,1089
,356
,244
,520
,351
,267
,21044
,58
,446
,923
,6331
,1178
,2776
,763
,2241
,606
,380
,4628
,8914
,32371
,7304
,62
,491
,58
,26262
,10034
,124
,2687
,78
,953
,5991
,153
,203
,1622
,1025
,6446
,324
,291
,295
,359
,230
,813
,450
,217
,336
,499
,694
,522
,5328
,3252
,262
,3355
,442
,909
,1842
,418
,353
,5918
,2181
,176
,644
,2964
,106
,346
,1589
,93
,638
,349
,255
,829
,460
,295
,1766
,148
,346
,1906
,2877
,342
,1005
,1052
,207
,2933
,2103
,414
,4454
,772
,453
,615
,3097
,2204
,1798
,1350
,1508
,194
,514
,531
,1918
,508
,1684
,414
,369
,1039
,1543
,222
,547
,228
,77
,2756
,1103
,438
,1173
,1452
,476
,786
,944
,446
,401
,213
,527
,690
,1180
,1468
,256
,366
,1279
,1734
,490
,168
,170
,889
,4437
,1213
,369
,840
,350
,256
,2803
,519
,30919
,416
,3673
,1622
,594
,1028
,532
,1180
,83
,1577
,353
,1255
,443
,637
,8285
,360
,23673
,6743
,899
,13789
,212
,413
,16720
,1401
,5721
,392
,1560
,6663
,1859
,133
,414
,65
,875
,206
,1619
,2921
,726
,2066
,853
,1315
,1152
,517
,595
,2485
,765
,480
,207
,449
,469
,113
,398
,367
,361
,727
,471
,682
,730
,544
,3156
,1289
,1271
,1289
,1270
,1288
,1272
,1289
,1271
,1290
,1270
,1290
,931
,339
,751
,540
,1269
,1290
,2560
,2560
,342
,928
,1059
,232
,470
,1134
,954
,2562
,2316
,244
,2559
,712
,560
,530
,729
,1434
,187
,1432
,2454
,980
,1706
,936
,1008
,268
